1700,1744,1491,2083,1677,1595,853,1871,2003,1817,1240,1202,1773,1076,1900,2059,906,1203,1847,995,1798,2076,1749,1091
1659,1868,1528,2123,1718,1679,811,1874,2043,1817,1201,1282,1819,1165,1855,2190,906,1160,1804,995,1798,2076,1792,1091
1659,1784,1568,2126,1634,1762,851,1956,2086,1772,1285,1242,1773,1120,1855,2147,993,1074,1761,995,1799,2076,1793,1091
1700,1784,1568,2166,1721,1719,851,1830,2007,1857,1245,1242,1728,988,1988,2103,949,1074,1761,1038,1841,2032,1793,1091
1700,1824,1612,2043,1721,1886,809,1956,2083,1772,1289,1282,1773,988,1855,2059,1036,1203,1719,952,1842,2032,1704,1046
1659,1696,1700,2043,1764,1760,809,1871,2043,1732,1285,1242,1773,1121,1900,2015,906,1074,1804,952,1886,1988,1749,1091
1740,1779,1652,1999,1764,1844,770,1953,2043,1772,1285,1282,1773,1076,1900,2147,906,1159,1761,908,1842,2076,1749,1091
1659,1863,1568,2126,1762,1846,809,1915,2043,1692,1285,1242,1773,1121,1855,1972,949,1117,1761,995,1886,2076,1792,1091
1659,1735,1656,2126,1762,1803,768,1912,2086,1648,1285,1202,1728,1121,1988,2190,906,1074,1719,908,1886,1988,1837,1137
1659,1784,1568,2079,1764,1762,727,1912,2003,1728,1245,1242,1773,1165,1900,2235,993,1117,1804,908,1929,2032,1837,1091
1700,1740,1568,2166,1806,1803,727,1915,2043,1692,1245,1242,1728,1033,1900,2235,1036,1074,1719,995,1842,2032,1837,1137
1700,1784,1491,2039,1764,1760,686,1958,1999,1648,1245,1242,1728,1077,1855,2191,1036,1159,1847,952,1843,1988,1837,1091
1659,1824,1572,2123,1762,1846,727,2043,1956,1776,1240,1282,1728,1032,1944,2103,1080,1160,1761,1082,1755,2032,1837,1137
1659,1784,1487,2036,1808,1760,770,1958,1959,1732,1245,1242,1773,1032,1988,2103,1080,1159,1762,908,1711,2076,1793,1091
1700,1744,1528,1956,1767,1719,690,1915,1963,1728,1289,1242,1728,1077,1988,2103,1036,1159,1676,1125,1886,1944,1881,1091
1700,1744,1447,2039,1764,1719,731,1830,1963,1768,1289,1242,1728,1032,1944,1972,1123,1159,1804,995,1842,1988,1748,1091
1659,1868,1528,2039,1764,1718,688,1876,1959,1732,1329,1242,1728,1077,2076,2059,1036,1117,1847,952,1755,2032,1793,1091
